,Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
1219,2018,Northland Preparatory Academy,4204,Northland Preparatory Academy,4845,*,*,*,*,*,*,*,102,101,103,91,82,85,80,644
1220,2018,"Nosotros, Inc",79881,Nosotros Academy,79899,*,20,*,*,*,16,*,*,16,15,17,23,30,66,250
1221,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter East,5493,*,*,*,*,*,*,*,*,*,*,*,15,18,54,93
1222,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter East II,89440,*,*,*,*,*,*,*,*,*,*,*,30,41,78,155
1223,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter Metro,78814,*,*,*,*,*,*,*,*,*,*,16,54,64,134,268
1224,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter Northeast,79174,*,*,*,*,*,*,*,*,*,*,*,*,13,52,78
1225,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter Northwest,80026,*,*,*,*,*,*,*,*,*,*,*,19,45,112,184
1226,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter Valencia,89827,*,*,*,*,*,*,*,*,*,*,26,67,111,230,434
1227,2018,"Ombudsman Educational Services, Ltd.,a subsidiary of Educational Services of Ame",4323,Ombudsman - Charter West,10737,*,*,*,*,*,*,*,*,*,*,*,29,53,107,199
1228,2018,Omega Alpha Academy,79503,Omega Alpha Academy School,79505,*,19,27,32,26,27,27,20,19,23,12,*,*,12,256
1229,2018,"Open Doors Community School, Inc.",91238,Open Doors Community School,91789,*,24,23,23,15,24,22,12,*,*,*,*,*,*,151
1230,2018,Oracle Elementary District,4444,Mountain Vista School,5927,34,28,32,32,29,39,36,26,62,42,*,*,*,*,360
1231,2018,Osborn Elementary District,4262,Clarendon School,5278,*,*,*,*,*,156,169,131,*,*,*,*,*,*,456
1232,2018,Osborn Elementary District,4262,Encanto School,5279,*,184,154,149,169,*,*,*,*,*,*,*,*,*,661
1233,2018,Osborn Elementary District,4262,Longview Elementary School,5282,*,80,74,78,81,83,72,87,*,*,*,*,*,*,561
1234,2018,Osborn Elementary District,4262,Montecito Community School,6021,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1235,2018,Osborn Elementary District,4262,Osborn Middle School,5280,*,*,*,*,*,*,*,*,269,277,*,*,*,*,546
1236,2018,Osborn Elementary District,4262,Solano School,5281,*,72,101,66,86,94,89,92,*,*,*,*,*,*,605
1237,2018,Owens School District No.6,4373,Owens Elementary School,5578,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
1238,2018,P.L.C. Charter Schools,6235,Arts Academy at Estrella Mountain,87413,*,116,119,117,123,157,127,118,122,116,*,*,*,*,1115
1239,2018,"PACE Preparatory Academy, Inc.",79068,PACE Preparatory Academy,79108,*,*,*,*,*,*,*,*,*,*,*,*,*,63,87
1240,2018,"PAS Charter, Inc., dba Intelli-School",79953,Intelli-School - Metro Center,5530,*,*,*,*,*,*,*,*,*,*,*,22,37,50,118
1241,2018,"PAS Charter, Inc., dba Intelli-School",79953,Intelli-School Glendale,90208,*,*,*,*,*,*,*,*,*,*,*,*,20,56,83
1242,2018,"PEAK School Inc., The",79866,The Peak School,79884,*,24,20,14,27,21,14,*,13,18,*,*,*,*,161
1243,2018,"PLC Arts Academy at Scottsdale, Inc.",91053,"PLC Arts Academy at Scottsdale, Inc.",91054,*,23,22,15,25,20,13,*,*,*,*,*,*,*,122
1244,2018,Page Unified District,4196,Desert View Elementary Intermediate,4829,73,*,*,*,217,215,206,*,*,*,*,*,*,*,711
1245,2018,Page Unified District,4196,Lake View Elementary Primary,4830,*,184,194,164,*,*,*,*,*,*,*,*,*,*,542
1246,2018,Page Unified District,4196,Manson Mesa High School,92913,*,*,*,*,*,*,*,*,*,*,*,*,*,18,39
1247,2018,Page Unified District,4196,Page High School,4832,*,*,*,*,*,*,*,*,*,*,219,196,189,144,748
1248,2018,Page Unified District,4196,Page Middle School,4831,*,*,*,*,*,*,*,215,221,213,*,*,*,*,649
1249,2018,"Painted Desert Demonstration Projects, Inc.",79086,STAR Charter School,79090,*,*,11,*,12,*,*,18,14,16,*,*,*,*,111
1250,2018,"Painted Desert Montessori, LLC",123733,"Painted Desert Montessori, LLC",991308,*,43,45,37,36,40,52,47,31,20,*,*,*,*,351
1251,2018,Painted Pony Ranch Charter School,10967,Willow Creek Charter School,78815,*,*,14,*,11,*,*,15,*,15,*,*,*,*,97
1252,2018,Palo Verde Elementary District,4275,Palo Verde Elementary School,5355,*,51,42,47,50,62,55,53,47,45,*,*,*,*,454
1253,2018,Paloma School District,4255,Kiser Elementary School,5193,*,11,14,*,20,15,12,11,*,*,*,*,*,*,112
1254,2018,Palominas Elementary District,4180,Coronado Elementary School,4789,*,46,44,46,39,49,54,54,57,52,*,*,*,*,441
1255,2018,Palominas Elementary District,4180,Palominas Elementary School,4788,*,40,40,27,44,55,67,65,61,53,*,*,*,*,452
1256,2018,Palominas Elementary District,4180,Valley View Elementary School,78914,24,*,*,*,*,*,*,*,*,*,*,*,*,*,24
1257,2018,Pan-American Elementary Charter,79578,Pan-American Charter School,79579,*,59,45,56,56,58,69,70,56,62,39,30,37,20,657
1258,2018,Paradise Valley Unified District,4241,Aire Libre Elementary School,5096,*,47,40,48,44,34,53,54,*,*,*,*,*,*,329
1259,2018,Paradise Valley Unified District,4241,Arrowhead Elementary School,5073,*,39,47,43,58,56,56,49,*,*,*,*,*,*,356
1260,2018,Paradise Valley Unified District,4241,Boulder Creek Elementary School,5091,*,103,101,96,118,86,112,110,*,*,*,*,*,*,726
1261,2018,Paradise Valley Unified District,4241,Cactus View Elementary School,5082,20,112,71,80,92,105,93,102,*,*,*,*,*,*,675
1262,2018,Paradise Valley Unified District,4241,Campo Bello Elementary School,5074,*,60,57,56,68,63,72,65,*,*,*,*,*,*,441
1263,2018,Paradise Valley Unified District,4241,Copper Canyon Elementary School,5083,*,89,97,91,100,92,82,86,*,*,*,*,*,*,637
1264,2018,Paradise Valley Unified District,4241,Desert Cove Elementary School,5080,*,66,69,74,78,74,71,74,*,*,*,*,*,*,506
1265,2018,Paradise Valley Unified District,4241,Desert Shadows Elementary School,5085,*,54,49,42,55,78,95,66,*,*,*,*,*,*,448
1266,2018,Paradise Valley Unified District,4241,Desert Shadows Middle School,5099,*,*,*,*,*,*,*,*,461,476,*,*,*,*,937
1267,2018,Paradise Valley Unified District,4241,Desert Springs Preparatory Elementary School,5098,13,52,67,46,74,57,59,66,*,*,*,*,*,*,434
1268,2018,Paradise Valley Unified District,4241,Desert Trails Elementary School,5087,16,88,73,72,74,76,82,95,*,*,*,*,*,*,576
1269,2018,Paradise Valley Unified District,4241,Eagle Ridge Elementary School,5078,*,53,55,39,68,66,61,69,*,*,*,*,*,*,411
1270,2018,Paradise Valley Unified District,4241,Echo Mountain Intermediate School,80055,*,*,*,*,*,130,147,144,*,*,*,*,*,*,421
1271,2018,Paradise Valley Unified District,4241,Echo Mountain Primary School,5093,12,138,120,124,156,*,*,*,*,*,*,*,*,*,550
1272,2018,Paradise Valley Unified District,4241,Explorer Middle School,5102,*,*,*,*,*,*,*,*,416,432,*,*,*,*,848
1273,2018,Paradise Valley Unified District,4241,Fireside Elementary School,91754,14,125,110,115,116,104,120,101,*,*,*,*,*,*,805
1274,2018,Paradise Valley Unified District,4241,Grayhawk Elementary School,6011,*,59,67,63,70,81,61,89,*,*,*,*,*,*,490
1275,2018,Paradise Valley Unified District,4241,Greenway Middle School,5101,*,*,*,*,*,*,*,*,245,272,*,*,*,*,517
1276,2018,Paradise Valley Unified District,4241,Hidden Hills Elementary School,5079,*,45,59,57,80,66,64,74,*,*,*,*,*,*,453
1277,2018,Paradise Valley Unified District,4241,Horizon High School,5106,*,*,*,*,*,*,*,*,*,*,553,497,573,511,2134
1278,2018,Paradise Valley Unified District,4241,Indian Bend Elementary School,5086,*,85,68,74,77,68,73,80,*,*,*,*,*,*,525
1279,2018,Paradise Valley Unified District,4241,Larkspur Elementary School,5089,12,58,48,63,75,78,77,86,*,*,*,*,*,*,497
1280,2018,Paradise Valley Unified District,4241,Liberty Elementary School,5090,*,56,62,63,76,72,82,74,*,*,*,*,*,*,485
1281,2018,Paradise Valley Unified District,4241,Mercury Mine Elementary School,5092,*,79,80,75,70,73,74,72,*,*,*,*,*,*,523
1282,2018,Paradise Valley Unified District,4241,Mountain Trail Middle School,79729,*,*,*,*,*,*,*,*,314,375,*,*,*,*,689
1283,2018,Paradise Valley Unified District,4241,North Canyon High School,5107,*,*,*,*,*,*,*,*,*,*,531,450,460,422,1863
1284,2018,Paradise Valley Unified District,4241,North Ranch Elementary School,5077,*,80,82,70,63,81,79,69,*,*,*,*,*,*,524
1285,2018,Paradise Valley Unified District,4241,Palomino Intermediate School,81026,*,*,*,*,*,164,208,167,*,*,*,*,*,*,539
1286,2018,Paradise Valley Unified District,4241,Palomino Primary School,5094,14,155,160,149,185,*,*,*,*,*,*,*,*,*,663
1287,2018,Paradise Valley Unified District,4241,Paradise Valley High School,5105,*,*,*,*,*,*,*,*,*,*,464,450,449,478,1841
1288,2018,Paradise Valley Unified District,4241,Pinnacle High School,79268,*,*,*,*,*,*,*,*,*,*,710,671,643,623,2647
1289,2018,Paradise Valley Unified District,4241,Pinnacle Peak Elementary School,79781,*,62,82,71,86,82,75,97,52,*,*,*,*,*,607
1290,2018,Paradise Valley Unified District,4241,Pinnacle Peak Preparatory,79781,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1291,2018,Paradise Valley Unified District,4241,Quail Run Elementary School,5081,*,85,104,100,99,110,99,81,*,*,*,*,*,*,678
1292,2018,Paradise Valley Unified District,4241,Roadrunner School,5071,98,*,*,*,*,*,*,11,*,*,*,*,*,*,177
1293,2018,Paradise Valley Unified District,4241,Sandpiper Elementary School,5095,*,97,105,100,108,73,77,52,*,*,*,*,*,*,612
1294,2018,Paradise Valley Unified District,4241,Shadow Mountain High School,5108,*,*,*,*,*,*,*,*,*,*,319,344,310,335,1308
1295,2018,Paradise Valley Unified District,4241,Shea Middle School,5104,*,*,*,*,*,*,*,*,310,339,*,*,*,*,649
1296,2018,Paradise Valley Unified District,4241,Sonoran Sky Elementary School,5084,*,108,104,107,104,99,116,72,*,*,*,*,*,*,710
1297,2018,Paradise Valley Unified District,4241,Sunrise Middle School,5103,*,*,*,*,*,*,*,*,224,225,*,*,*,*,449
1298,2018,Paradise Valley Unified District,4241,Sunset Canyon School,78920,15,51,42,57,56,71,69,73,*,*,*,*,*,*,434
1299,2018,Paradise Valley Unified District,4241,Sweetwater Community School,92611,*,*,*,*,*,*,*,*,*,*,12,12,35,101,165
1300,2018,Paradise Valley Unified District,4241,Vista Verde Middle School,5100,*,*,*,*,*,*,*,*,297,340,*,*,*,*,637
1301,2018,Paradise Valley Unified District,4241,Whispering Wind Academy,5088,*,82,77,71,72,78,82,89,*,*,*,*,*,*,551
1302,2018,Paradise Valley Unified District,4241,Wildfire Elementary School,88406,*,96,90,80,109,91,103,123,*,*,*,*,*,*,692
1303,2018,Paradise Valley Unified District,4241,pvONLINE,90782,*,*,*,*,*,*,*,*,*,*,*,12,19,37,85
1304,2018,"Paragon Management, Inc.",5180,Paradise Education Center,10820,*,192,191,199,195,200,208,205,209,200,*,*,*,*,1799
1305,2018,"Paragon Management, Inc.",5180,Paradise Honors High School,89828,*,*,*,*,*,*,*,*,*,*,200,161,152,137,650
1306,2018,Paragon Preparatory Academy,91279,Tucson Collegiate Prep,91896,*,*,*,*,*,*,*,13,15,12,*,*,*,*,40
1307,2018,Paramount Education Studies Inc,79205,Paramount Academy,78977,*,53,39,43,39,41,42,33,23,25,*,*,*,*,338
1308,2018,"Park View School, Inc.",10970,Canyon View Prep Academy,92234,*,*,*,*,*,*,*,*,*,*,44,37,20,*,110
1309,2018,"Park View School, Inc.",10970,Park View Middle School,78816,*,*,*,*,*,*,*,22,23,39,*,*,*,*,84
1310,2018,Parker Unified School District,4510,Blake Primary School,6194,20,122,111,127,*,*,*,*,*,*,*,*,*,*,380
1311,2018,Parker Unified School District,4510,Le Pera Elementary School,6196,*,22,19,24,17,36,23,31,35,32,*,*,*,*,239
1312,2018,Parker Unified School District,4510,Parker Alternative School,80408,*,*,*,*,*,*,*,*,*,*,*,*,*,18,33
1313,2018,Parker Unified School District,4510,Parker High School,6197,*,*,*,*,*,*,*,*,*,*,145,139,121,91,496
1314,2018,Parker Unified School District,4510,Wallace Elementary School,6195,*,*,*,*,111,147,130,*,*,*,*,*,*,*,388
1315,2018,Parker Unified School District,4510,Wallace Jr High School,78929,*,*,*,*,*,*,*,131,122,122,*,*,*,*,375
1316,2018,Patagonia Elementary District,4460,Patagonia Elementary School,5968,*,*,*,14,*,17,*,*,11,11,*,*,*,*,92
1317,2018,Patagonia Montessori Elementary School,79069,Patagonia Montessori School,79107,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26
1318,2018,Patagonia Union High School District,4462,Patagonia Union High School,5971,*,*,*,*,*,*,*,*,*,*,23,24,14,21,82
1319,2018,Pathfinder Charter School Foundation,79024,Imagine Cortez Park Elementary,79509,*,92,109,114,80,96,93,*,*,*,*,*,*,*,584
1320,2018,"Pathways KM Charter Schools, Inc",78890,Bella Vista Academy,92883,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1321,2018,Payson Unified District,4209,Julia Randall Elementary School,4857,32,*,*,*,171,205,182,*,*,*,*,*,*,*,590
1322,2018,Payson Unified District,4209,Payson Center for Success - Online,91196,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15
1323,2018,Payson Unified District,4209,Payson Center for Success High School,10822,*,*,*,*,*,*,*,*,*,*,*,25,15,39,88
1324,2018,Payson Unified District,4209,Payson Elementary School,4858,*,158,128,163,*,*,*,*,*,*,*,*,*,*,449
1325,2018,Payson Unified District,4209,Payson High School,4860,*,*,*,*,*,*,*,*,*,*,207,164,148,137,656
1326,2018,Payson Unified District,4209,Rim Country Middle School,4856,*,*,*,*,*,*,*,159,174,183,*,*,*,*,516
1327,2018,Peach Springs Unified District,4369,Peach Springs School,5566,*,17,18,23,27,22,24,14,11,21,*,*,*,*,179
1328,2018,Pearce Elementary District,4186,Pearce Elementary School,4796,*,*,*,*,*,*,*,13,*,*,*,*,*,*,90
1329,2018,Pendergast Elementary District,4283,Amberlea Elementary School,80419,*,74,74,73,79,83,87,64,77,74,*,*,*,*,685
1330,2018,Pendergast Elementary District,4283,Canyon Breeze Elementary,79265,*,69,73,71,86,101,89,92,104,90,*,*,*,*,775
1331,2018,Pendergast Elementary District,4283,Copper King Elementary,5423,*,85,85,115,100,111,108,92,117,95,*,*,*,*,908
1332,2018,Pendergast Elementary District,4283,Desert Horizon Elementary School,5418,*,87,101,106,97,104,107,110,113,109,*,*,*,*,934
1333,2018,Pendergast Elementary District,4283,Desert Mirage Elementary School,5422,54,88,73,67,70,83,77,85,77,88,*,*,*,*,762
1334,2018,Pendergast Elementary District,4283,Garden Lakes Elementary School,5421,*,77,73,90,97,98,98,102,129,123,*,*,*,*,887
1335,2018,Pendergast Elementary District,4283,Pendergast Elementary School,5417,*,78,88,80,94,98,85,107,103,94,*,*,*,*,827
1336,2018,Pendergast Elementary District,4283,Rio Vista Elementary,79800,*,78,74,71,79,91,84,118,93,87,*,*,*,*,775
1337,2018,Pendergast Elementary District,4283,Sonoran Sky Elementary School,79642,32,69,74,83,61,65,73,64,69,78,*,*,*,*,668
1338,2018,Pendergast Elementary District,4283,Sunset Ridge Elementary School,80418,*,68,60,68,68,79,66,85,82,82,*,*,*,*,658
1339,2018,Pendergast Elementary District,4283,Villa De Paz Elementary School,5420,50,51,60,78,68,83,75,79,86,74,*,*,*,*,704
1340,2018,Pendergast Elementary District,4283,Westwind Elementary School,80417,*,107,105,117,138,147,136,120,134,135,*,*,*,*,1142
1341,2018,Pensar Academy,92972,Pensar Academy,126443,*,*,*,*,*,*,16,22,24,21,*,*,*,*,91
1342,2018,Peoria Unified School District,4237,Alta Loma School,4994,47,83,79,58,81,71,96,94,95,85,*,*,*,*,789
1343,2018,Peoria Unified School District,4237,Apache Elementary School,5006,*,60,77,81,67,83,84,79,83,96,*,*,*,*,710
1344,2018,Peoria Unified School District,4237,Cactus High School,5014,*,*,*,*,*,*,*,*,*,*,274,322,281,317,1194
1345,2018,Peoria Unified School District,4237,Canyon Elementary School,5007,14,36,34,34,27,38,39,47,49,47,*,*,*,*,365
1346,2018,Peoria Unified School District,4237,Centennial High School,5016,*,*,*,*,*,*,*,*,*,*,461,502,454,462,1879
1347,2018,Peoria Unified School District,4237,Cheyenne Elementary School,5012,*,60,71,65,69,74,74,84,89,91,*,*,*,*,677
1348,2018,Peoria Unified School District,4237,Copperwood School,4997,*,68,88,74,89,102,118,99,107,97,*,*,*,*,842
1349,2018,Peoria Unified School District,4237,Cotton Boll School,4999,*,80,78,88,86,108,113,105,125,118,*,*,*,*,901
1350,2018,Peoria Unified School District,4237,Country Meadows Elementary School,79223,23,98,113,116,113,123,121,144,125,138,*,*,*,*,1114
1351,2018,Peoria Unified School District,4237,Coyote Hills Elementary School,79222,*,81,70,81,83,90,95,105,127,120,*,*,*,*,852
1352,2018,Peoria Unified School District,4237,Desert Harbor Elementary School,5011,35,69,87,82,92,84,85,100,89,93,*,*,*,*,816
1353,2018,Peoria Unified School District,4237,Desert Palms Elementary School,4995,41,41,56,41,46,57,63,64,54,62,*,*,*,*,525
1354,2018,Peoria Unified School District,4237,Desert Valley Elementary School,5001,36,49,57,42,49,61,44,77,77,54,*,*,*,*,546
1355,2018,Peoria Unified School District,4237,Foothills Elementary School,4996,24,65,79,51,64,75,73,84,65,76,*,*,*,*,656
1356,2018,Peoria Unified School District,4237,Frontier Elementary School,6005,62,94,90,87,72,107,97,112,130,114,*,*,*,*,965
1357,2018,Peoria Unified School District,4237,Heritage School,4992,*,54,53,61,56,57,75,74,61,67,*,*,*,*,558
1358,2018,Peoria Unified School District,4237,Ira A Murphy,4990,23,66,44,43,38,50,47,51,51,63,*,*,*,*,476
1359,2018,Peoria Unified School District,4237,Ironwood High School,5015,*,*,*,*,*,*,*,*,*,*,534,546,475,419,1974
1360,2018,Peoria Unified School District,4237,Kachina Elementary School,4991,*,47,50,51,50,43,46,52,49,49,*,*,*,*,437
1361,2018,Peoria Unified School District,4237,Lake Pleasant Elementary,90135,22,98,78,81,73,76,70,73,79,60,*,*,*,*,710
1362,2018,Peoria Unified School District,4237,Liberty High School,87520,*,*,*,*,*,*,*,*,*,*,626,584,523,452,2185
1363,2018,Peoria Unified School District,4237,Marshall Ranch Elementary School,5008,*,73,78,92,80,95,96,82,88,89,*,*,*,*,773
1364,2018,Peoria Unified School District,4237,Oakwood Elementary School,5000,*,104,102,109,106,126,109,111,126,107,*,*,*,*,1000
1365,2018,Peoria Unified School District,4237,Oasis Elementary School,5003,24,80,88,71,69,82,97,92,92,87,*,*,*,*,782
1366,2018,Peoria Unified School District,4237,Parkridge Elementary,81144,51,93,88,80,105,87,113,117,83,108,*,*,*,*,925
1367,2018,Peoria Unified School District,4237,Paseo Verde Elementary School,5010,*,98,76,90,99,88,99,89,90,97,*,*,*,*,826
1368,2018,Peoria Unified School District,4237,Peoria Elementary School,4989,41,53,62,59,64,57,58,63,56,63,*,*,*,*,576
1369,2018,Peoria Unified School District,4237,Peoria Flex Academy,6231,*,*,*,*,*,*,*,*,*,*,*,12,19,46,79
1370,2018,Peoria Unified School District,4237,Peoria High School,5013,*,*,*,*,*,*,*,*,*,*,396,403,376,308,1483
1371,2018,Peoria Unified School District,4237,Peoria Traditional School,91217,*,32,36,37,24,34,31,24,22,*,*,*,*,*,249
1372,2018,Peoria Unified School District,4237,Peoria eCampus,81207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1373,2018,Peoria Unified School District,4237,Pioneer Elementary School,4993,27,43,31,38,53,50,44,65,52,53,*,*,*,*,456
1374,2018,Peoria Unified School District,4237,Raymond S. Kellis,85835,*,*,*,*,*,*,*,*,*,*,544,470,460,407,1881
1375,2018,Peoria Unified School District,4237,Sahuaro Ranch Elementary School,5002,*,74,66,62,67,68,76,73,59,53,*,*,*,*,598
1376,2018,Peoria Unified School District,4237,Santa Fe Elementary School,5009,*,91,95,90,88,93,94,105,93,85,*,*,*,*,834
1377,2018,Peoria Unified School District,4237,Sky View Elementary School,5005,46,49,41,44,46,59,58,60,49,53,*,*,*,*,505
1378,2018,Peoria Unified School District,4237,Sun Valley Elementary School,5004,*,73,93,95,89,103,122,108,107,101,*,*,*,*,891
1379,2018,Peoria Unified School District,4237,Sundance Elementary School,4998,24,60,64,77,52,89,73,78,72,85,*,*,*,*,674
1380,2018,Peoria Unified School District,4237,Sunflower School,92645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36
1381,2018,Peoria Unified School District,4237,Sunrise Mountain High School,5017,*,*,*,*,*,*,*,*,*,*,487,496,453,435,1871
1382,2018,Peoria Unified School District,4237,Sunset Heights Elementary School,92638,*,91,96,94,103,121,94,120,143,120,*,*,*,*,982
1383,2018,Peoria Unified School District,4237,Vistancia Elementary School,88397,45,116,101,121,114,128,124,120,121,110,*,*,*,*,1100
1384,2018,Peoria Unified School District,4237,Zuni Hills Elementary School,79645,*,79,81,93,81,94,116,127,127,134,*,*,*,*,932
1385,2018,"Phoenix Advantage Charter School, Inc.",4338,Phoenix Advantage Charter School,5512,*,40,27,34,42,30,34,28,39,40,*,*,*,*,314
1386,2018,"Phoenix Collegiate Academy Elementary, LLC",92716,"Phoenix Collegiate Academy Elementary, LLC",70692,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
